,artist,album,reviewauthor,score,releaseyear,reviewdate,recordlabel,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
15080,Hot Snakes,Automatic Midnight,Judson Picco,7.6,2000,April 30 2000,Swami,Rock,0.315272727,0.935181818,6.272727272999999,-4.432363636,0.115081818,0.000106451,0.394444,0.179572727,0.426272727,147.5346364
15081,Hundred Waters,Hundred Waters,Ian Cohen,8.1,2012,March 30 2012,Elestial Sound,Electronic,0.5528333329999999,0.508416667,4.416666667,-8.725333333,0.04025,0.6028916670000001,0.2417125,0.1563916669999999,0.277391667,122.2976667
15082,Lorde Fredd33,NORF: The Legend of Hotboy Ronald,Mehan Jayasuriya,7.5,2018,May 15 2018,NewAgeNarcissism ,Rap,0.7116,0.496066667,5.0,-9.6772,0.180266667,0.45056,0.000420059,0.386573333,0.420533333,107.5596667
15083,EZ T,Goodbye Little Doll,William Bowers,7.9,2003,January 11 2004,Monitor,Folk/Country,0.568,0.424777778,4.444444444,-12.18588889,0.032633333,0.485633333,0.328975556,0.131233333,0.412111111,129.5236667
15084,Liberteer,Better to Die on Your Feet Than Live on Your Knees,Brandon Stosuy,7.8,2012,February 17 2012,Relapse,Metal,0.275,0.944470588,5.2352941180000006,-4.583352941,0.191829412,0.045030401,0.8552352940000001,0.401176471,0.158158824,112.0885882
15085,Goldrush,The Heart Is the Place,Marc Hogan,4.8,2007,May 31 2007,Better Looking,Rock,0.447066667,0.669083333,4.0,-7.629333333,0.03875,0.12336825,0.124329156,0.231383333,0.334541667,123.0785833
15086,Dead Meadow,Old Growth,Tom Breihan,6.5,2008,February 7 2008,Matador,Metal,0.7827142859999999,0.217714286,6.428571429,-12.30457143,0.156085714,0.411671429,0.7505714290000001,0.144185714,0.44,110.8831429
15087,Lithops,Queries,Mark Richardson,7.8,2006,July 11 2006,Sonig,Electronic,0.644,0.45,9.0,-15.964,0.0311,0.895,0.84,0.0549,0.37,95.0
15088,Fischerspooner,Odyssey,Tom Breihan,7.3,2005,April 7 2005,Capitol,Electronic,0.612,0.599916667,4.583333333,-10.54675,0.056241667,0.207043333,0.818083333,0.133708333,0.248075,137.1863333
15089,Om,Conference of the Birds,Brandon Stosuy,7.3,2006,June 8 2006,Holy Mountain,Metal,0.414333333,0.389666667,5.833333333,-16.96466667,0.107683333,0.48,0.125161667,0.179466667,0.4565,108.93533329999998
15090,R. Kelly,Write Me Back,Jess Harvell,6.5,2012,July 2 2012,RCA,Pop/R&B,0.813,0.5710000000000001,6.0,-6.377000000000002,0.0333,0.00243,1.88e-05,0.255,0.418,130.003
15091,The Bloodthirsty Lovers,The Delicate Seam,Brian Howe,7.0,2004,October 14 2004,Frenchkiss,Rock,0.516375,0.5435,6.625,-10.12475,0.03375,0.1020175,0.187928486,0.1210875,0.468,116.122625
15092,Earth,"Angels of Darkness, Demons of Light II",Grayson Currin,7.9,2012,February 14 2012,Southern Lord,Metal,0.49,0.973,5.0,-9.62,0.172,0.000839,0.502,0.128,0.0623,156.071
15093,Passion Pit,Tremendous Sea of Love,Ian Cohen,7.5,2017,April 13 2017,Self-released,Pop/R&B,0.4611,0.57,6.3,-7.3817,0.06596,0.28870466,0.193716621,0.23166,0.47853,124.4424
15094,Echo and the Bunnymen,Meteorites,Joe Tangari,6.0,2014,May 27 2014,429,Electronic,0.453,0.317,4.0,-8.464,0.0272,0.769,4.45e-05,0.11,0.101,78.169
15095,Mark Renner,Few Traces,Erin Osmon,7.7,2018,February 17 2018,Rvng Intl.,Experimental,0.450365,0.516605,6.0,-11.51105,0.03647,0.5731849,0.80028,0.167035,0.35837,111.64645
15096,Placebo,Battle For the Sun,Ian Cohen,3.4,2009,June 10 2009,Vagrant,Rock,0.495615385,0.7257692309999999,4.0,-6.626076922999999,0.039353846,0.00343186,0.076843362,0.165684615,0.309576923,145.6134615
15097,Laura Marling,I Speak Because I Can,Joshua Love,8.1,2010,April 2 2010,Astralwerks,Folk/Country,0.4115,0.32984,5.1,-12.0125,0.04112,0.6426,0.007418419,0.1138,0.2981,119.9484
15098,Dirty Vegas,Dirty Vegas,Eric Carr,4.4,2002,July 8 2002,Capitol,Electronic,0.652692308,0.766538462,6.307692307999999,-8.378461538,0.052053846,0.282435077,0.305131739,0.1984,0.415453846,125.0809231
15099,Zola Jesus,Taiga,Katherine St. Asaph,5.9,2014,October 8 2014,Mute,Electronic,0.349222222,0.485333333,4.444444444,-13.10844444,0.042255556,0.296,0.7665555559999999,0.1599666669999999,0.215066667,146.29344440000003
15100,OOIOO,Taiga,Grayson Currin,4.8,2007,January 23 2007,Thrill Jockey,Experimental,0.349222222,0.485333333,4.444444444,-13.10844444,0.042255556,0.296,0.7665555559999999,0.1599666669999999,0.215066667,146.29344440000003
15101,Bright Eyes,Cassadaga,Brian Howe,6.0,2007,April 9 2007,Saddle Creek,Rock,0.365384615,0.669538462,7.153846154,-7.801153846,0.050584615,0.244449231,0.028536388,0.193853846,0.537,114.6854615
15102,Hammock,Chasing After Shadows... Living With the Ghosts,Joe Tangari,7.3,2010,June 16 2010,Hammock,Electronic,0.232161111,0.410555556,4.444444444,-12.07105556,0.03615,0.397716667,0.867833333,0.195838889,0.07965,102.7316667
15103,Fruit Bats,Mouthfuls,Rob Mitchum,7.1,2003,April 16 2003,Sub Pop,Rock,0.5924,0.4363800000000001,3.6,-8.9364,0.0288,0.5328,0.277083,0.14575,0.29811,113.1948
15104,Squarepusher,Shobaleader One: d’Demonstrator,Jess Harvell,4.0,2010,October 19 2010,Warp,Electronic,0.581333333,0.460666667,6.777777778,-11.18155556,0.039044444,0.265777778,0.225125111,0.085511111,0.562222222,114.2135556
15105,Flo Morrissey,"Gentlewoman, Ruby Man",Stephen Deusner,6.4,2017,January 12 2017,Glassnote,Pop/R&B,0.5765,0.5923,5.9,-8.7395,0.03664,0.16002,0.0840707,0.16435,0.46116,113.6843
15106,Release the Sunbird,Come Back to Us,Ian Cohen,6.2,2011,August 1 2011,Brushfire,Rock,0.556923077,0.451515385,4.923076923,-10.92415385,0.036346154,0.5175530770000001,0.090262308,0.152707692,0.376976923,116.0690769
15107,The Skygreen Leopards,Gorgeous Johnny,Zach Kelly,4.8,2009,July 16 2009,Jagjaguwar,Experimental,0.439692308,0.439723077,5.769230769,-9.871615385,0.036707692,0.5806923079999999,0.165089698,0.154361538,0.298753846,116.3626154
15108,J. Cole,Cole World: The Sideline Story,Jayson Greene,6.1,2011,September 30 2011,Columbia,Rap,0.5835625,0.60275,5.625,-8.749,0.22618125,0.300248125,0.003540413,0.1578625,0.42349375,95.396875
15109,DJ Khaled,We the Best,Tom Breihan,4.8,2007,June 28 2007,Koch,Rap,0.607090909,0.781909091,5.818181817999999,-5.701727273,0.211672727,0.222027273,6.06e-07,0.298609091,0.487363636,118.4564545
15110,Cherry Glazerr,Stuffed & Ready,Maggie Lange,7.5,2019,February 5 2019,Secretly Canadian,Rock,0.5243,0.7339,6.4,-3.1686,0.03517,0.0740603,0.067194566,0.19016,0.4399,139.3095
15111,Spoon,Telephono,Brian Howe,7.5,1996,August 1 2006,Matador,Rock,0.509857143,0.906714286,4.571428571,-4.979071428999999,0.0812,0.030061643,0.1106637,0.392971429,0.593928571,136.20271430000005
15112,Hull,Beyond the Lightless Sky,Grayson Currin,6.9,2011,October 13 2011,The End,Metal,0.299111111,0.584555556,4.0,-11.111,0.040911111,0.120942178,0.7181111109999999,0.211111111,0.253933333,117.13655559999998
15113,Lazerbeak,Legend Recognize Legend,Nate Patrin,7.2,2010,December 3 2010,Doomtree,Rap,0.5505,0.759,4.8,-7.31,0.04121,0.1502009,0.2086484,0.11557,0.21574,124.4422
15114,Fela Kuti,Live in Detroit 1986,Joe Tangari,7.9,2012,May 3 2012,Knitting Factory,Global,0.31425,0.83,6.75,-7.8705,0.082825,0.21175,0.154125,0.94875,0.4065,128.95575
15115,Chilly Gonzales,Room 29,Erin MacLeod,7.2,2017,March 25 2017,Deutsche Grammophon,Pop/R&B,0.4016875,0.076185625,4.25,-17.7275625,0.00864375,0.79975,0.122955456,0.07655,0.18523125,108.143625
15116,San Fermin,San Fermin,Jeremy D. Larson,7.4,2013,September 30 2013,Downtown,Rock,0.326882353,0.278400588,3.411764706,-14.00370588,0.037176471,0.650641176,0.445573529,0.1337647059999999,0.141311765,108.4357647
15117,Portastatic,Who Loves the Sun OST,David Raposa,7.4,2006,June 8 2006,Merge,Experimental,0.57225,0.55775,3.375,-11.64825,0.0438375,0.24365,0.007115303,0.103225,0.614625,124.7485
15118,Dual Identity,Dual Identity,Joe Tangari,7.9,2010,July 27 2010,Clean Feed,Jazz,0.458545455,0.455727273,6.454545455,-12.36118182,0.098445455,0.495,0.7037272729999999,0.412209091,0.3648181820000001,119.8791818
15119,Montag,Going Places,Mark Richardson,6.8,2007,August 10 2007,Carpark,Electronic,0.7034,0.7896,5.4,-6.9148,0.10624,0.0749968,8.66e-06,0.11082,0.5632,135.8184
15120,Yellow Swans,Going Places,Marc Masters,8.3,2010,March 3 2010,Type,Experimental,0.7034,0.7896,5.4,-6.9148,0.10624,0.0749968,8.66e-06,0.11082,0.5632,135.8184
15121,The Delta Mirror,Better Unsung,Zach Kelly,5.6,2013,August 16 2013,Lightwave,Electronic,0.409615385,0.246,4.384615385,-12.92992308,0.040130769,0.981615385,0.909615385,0.114169231,0.239369231,119.6768462
15122,Radar Bros.,The Fallen Leaf Pages,Adam Moerder,6.6,2005,April 6 2005,Merge,Rock,0.416230769,0.463076923,4.538461538,-7.984923077,0.028692308,0.614923077,0.340737231,0.2037,0.182453846,110.447
15123,Wet,Don't You,Katherine St. Asaph,4.0,2016,January 26 2016,Columbia,Pop/R&B,0.884,0.333,9.0,-9.753,0.0617,0.293,0.0205,0.103,0.5870000000000001,118.065
15124,Joseph Arthur,Nuclear Daydream,Stephen M. Deusner,6.6,2006,October 18 2006,Lonely Astronaut,Rock,0.491277778,0.555888889,4.833333333,-8.249222222,0.029561111,0.5233493610000001,0.11645077,0.139088889,0.408722222,117.2780556
15125,No-Neck Blues Band,Intonomancy,Oliver Lache,5.6,2003,March 31 2003,Soundatone,Experimental,0.423,0.353777778,2.777777778,-20.57744444,0.136244444,0.657444444,0.446010489,0.190088889,0.433677778,110.2185556
15126,Guided by Voices,Let's Go Eat the Factory,Paul Thompson,6.9,2012,January 4 2012,Fire,Rock,0.40315,0.61465,5.9,-8.4301,0.04754,0.4061802,0.302330704,0.26853,0.379925,120.61505
15127,Owen Pallett,In Conflict,Jayson Greene,8.0,2014,May 26 2014,Domino,Pop/R&B,0.453538462,0.507307692,5.153846154,-10.31446154,0.041376923,0.634469231,0.231367369,0.260607692,0.380615385,137.1534615
15128,Oliver Coates,Shelley’s on Zenn-La,Philip Sherburne,7.7,2018,September 10 2018,Rvng Intl.,Experimental,0.57975,0.602375,6.875,-14.72025,0.0710375,0.592375,0.8705,0.151625,0.4415,123.695625
15129,Bruce Haack,The Electric Lucifer,Stuart Berman,7.6,1970,October 5 2016,Telephone Explosion,Electronic,0.402,0.591461538,3.153846154,-9.370538462,0.053869231,0.5427323079999999,0.134815169,0.1798461539999999,0.388661538,116.8504615
15130,Animal Collective,Prospect Hummer EP,Mark Richardson,8.4,2005,May 15 2005,Fat Cat,Experimental,0.4405,0.35425,6.5,-13.72175,0.074725,0.79125,0.2639,0.12135,0.32845,106.958
15131,Jay Bennett,Bigger Than Blue,Stephen M. Deusner,7.1,2004,April 5 2005,Undertow,Rock,0.5770000000000001,0.5770000000000001,1.0,-8.876,0.032,0.503,0.0,0.442,0.899,125.179
15132,American Analog Set,Promise of Love,William Bowers,7.9,2003,July 8 2003,Tiger Style,Rock,0.57,0.55025,4.0,-9.92275,0.045675,0.350847375,0.640375,0.1257125,0.39195,124.408125
15133,Gruff Rhys,Hotel Shampoo,Nick Neyland,7.6,2011,February 21 2011,Wichita,Rock,0.548533333,0.6018,5.133333333,-8.076266667,0.039613333,0.458716667,0.069019515,0.221366667,0.521726667,128.20533329999998
15134,Lisa Gerrard,The Best of Lisa Gerrard,Joshua Klein,4.8,2007,January 21 2008,4AD,Experimental,0.267384615,0.305,3.846153846,-13.35923077,0.041238462,0.465159231,0.311989869,0.140723077,0.085992308,109.9055385
15135,The Negro Problem,Welcome Black,Eric Carr,4.8,2002,October 24 2002,Smile,Rock,0.606461538,0.489230769,2.384615385,-11.34907692,0.036369231,0.188824615,0.144961195,0.257715385,0.565923077,109.2154615
15136,Mr. Lif,I Phantom,Sam Chennault,8.3,2002,September 29 2002,Definitive Jux,Rap,0.6974285709999999,0.742214286,6.714285714,-6.930142857000001,0.353285714,0.326368571,0.013241992,0.249907143,0.687142857,95.55307143
15137,Sannhet,Revisionist,Grayson Haver Currin,8.1,2015,March 3 2015,The Flenser,Metal,0.223422222,0.7204444440000001,6.888888889,-9.536,0.0589,0.014092133,0.693666667,0.214966667,0.164144444,140.8467778
15138,William Ryan Fritch,Revisionist,Winston Cook-Wilson,6.4,2015,February 5 2015,Lost Tribe Sound,Rock,0.223422222,0.7204444440000001,6.888888889,-9.536,0.0589,0.014092133,0.693666667,0.214966667,0.164144444,140.8467778
15139,Electrik Red,"How to Be a Lady, Volume 1",Tim Finney,8.2,2009,December 8 2009,Def Jam,Electronic,0.779071429,0.688714286,3.642857143,-5.6014285710000005,0.0675142859999999,0.032493714,0.009622139,0.1720214289999999,0.5505,121.8444286
15140,Kanye West,Graduation,Mark Pytlik,8.7,2007,September 11 2007,Def Jam,Rap,0.566615385,0.630384615,5.538461538,-7.067230769,0.186576923,0.112029231,4.33e-05,0.307469231,0.505153846,100.9906923
15141,Man Man,On Oni Pond,Ian Cohen,6.4,2013,September 10 2013,Anti-,Experimental,0.62,0.677523077,6.846153846,-5.989769231,0.059730769,0.370176154,0.1265845,0.148507692,0.647969231,129.12392309999998
15142,Glenn Kotche,Adventureland,Winston Cook-Wilson,7.2,2014,March 27 2014,Cantaloupe,Experimental,0.467,0.8663333329999999,4.933333333,-5.607466667000001,0.3252,0.260362667,0.007849347,0.3602,0.6366,99.78326667
15143,Scharpling & Wurster,"Rock, Rot & Rule",William Bowers,7.7,2002,May 19 2003,Stereolaffs,Folk/Country,0.6629999999999999,0.442,6.0,-14.371,0.958,0.988,3.54e-06,0.388,0.347,77.67399999999998
15144,Mike Watt,The Secondman's Middle Stand,Matthew Murphy,7.5,2004,August 25 2004,Red Ink,Rock,0.452222222,0.5063333329999999,5.444444444,-10.072,0.095144444,0.119035556,0.311432222,0.1532,0.4370000000000001,131.10755559999998
15145,The Slits,Trapped Animal,David Raposa,4.7,2009,October 22 2009,Narnack,Rock,0.6782,0.682133333,6.2,-7.384066667000001,0.062113333,0.147404667,0.022398268,0.277386667,0.6374,132.16806670000005
15146,Wetnurse,Invisible City,Cosmo Lee,7.6,2008,November 5 2008,Seventh Rule,Rock,0.35895,0.341625,5.0,-15.306,0.0345375,0.3874,0.849125,0.1287625,0.0888875,125.62275
15147,Godspeed You! Black Emperor,Allelujah! Don't Bend! Ascend!,Mark Richardson,9.3,2012,October 15 2012,Constellation,Rock,0.17875,0.446275,6.0,-9.558,0.04895,0.29106,0.86975,0.3351,0.034625,117.441
15148,Bikini Kill,Yeah Yeah Yeah Yeah,Jenn Pelly,8.6,1993,April 15 2014,Bikini Kill,Rock,0.6920000000000001,0.6990000000000001,1.0,-5.2170000000000005,0.0317,0.114,0.101,0.158,0.71,121.996
15149,Bergraven,Dödsvisioner,D. Shawn Bosler,7.1,2007,July 31 2007,Hydra Head,Metal,0.280125,0.6044775,5.5,-11.283625,0.054,0.135259786,0.403875,0.2081875,0.098125,96.773
15150,The Brian Jonestown Massacre,My Bloody Underground,David Raposa,2.6,2008,May 8 2008,A,Rock,0.311269231,0.549253846,4.923076923,-15.15876923,0.048069231,0.438467846,0.782307692,0.191061538,0.309723077,113.6070769
15151,MSTRKRFT,Operator,Nathan Reese,6.5,2016,July 19 2016,Last Gang,Electronic,0.579,0.366,10.0,-8.72,0.0266,0.197,0.000744,0.0902,0.535,98.719
15152,U2,The Unforgettable Fire [Deluxe Edition],Ryan Dombal,9.3,2009,November 2 2009,Mercury,Rock,0.44985,0.725405,4.75,-9.99075,0.059855,0.07776844,0.190378215,0.30005,0.46394,120.4664
15153,Keak da Sneak,Deified,Evan McGarvey,5.8,2008,July 25 2008,Keak Da Sneak,Pop/R&B,0.7366,0.74495,5.35,-5.6408,0.27884,0.0652241,0.028915152,0.16743,0.59195,113.86865
15154,Jad Fair,Words of Wisdom and Hope,Joe Tangari,5.0,2002,March 27 2002,Alternative Tentacles,Rock,0.546416667,0.5990833329999999,5.666666667,-9.8015,0.037116667,0.351988,0.184771667,0.157875,0.536883333,111.0966667
15155,Field Music,Play...,Eric Harvey,6.8,2012,October 2 2012,Memphis Industries,Rock,0.52,0.7979999999999999,6.0,-5.497999999999998,0.0391,0.101,0.0,0.0932,0.168,101.944
15156,Nina Nastasia,The Blackened Air,Chris Dahlen,7.8,2002,May 9 2002,Touch and Go,Rock,0.443,0.1400925,4.5625,-19.2968125,0.0388875,0.7128125,0.048192077,0.12838125,0.3018125,108.698125
15157,Nate Ruess,Grand Romantic,Jeremy Gordon,5.5,2015,June 23 2015,Fueled by Ramen,Pop/R&B,0.514083333,0.576233333,4.75,-6.375083332999999,0.064258333,0.334658333,0.000211165,0.191225,0.399833333,122.82575
15158,John B. McLemore,Witness Marks: The Works of John B. McLemore,Kevin Lozano,6.8,2018,February 26 2018,Dais,Electronic,0.2296,0.13974,4.8,-40.215,0.04122,0.445,0.825,0.1746,0.06318,102.2026
15159,Matthew Sweet,Kimi Ga Suki,William Morris,7.3,2004,February 9 2004,Cutting Edge,Rock,0.290223077,0.690384615,4.538461538,-9.767615385,0.043,0.026029399,1.7100000000000002e-05,0.200246154,0.493769231,123.7087692
15160,Viv Albertine,The Vermilion Border,Lindsay Zoladz,7.2,2012,November 7 2012,Rough Trade,Rock,0.445454545,0.7316363640000001,7.363636363999999,-8.943454545,0.078527273,0.121902727,0.205671255,0.1735,0.529090909,118.0912727
15161,The Chemical Brothers,No Geography,Larry Fitzmaurice,8.0,2019,April 12 2019,Astralwerks,Electronic,0.613,0.8256,4.0,-6.6320000000000014,0.06024,0.0633929999999999,0.325128,0.22313,0.3818,121.0067
15162,Daylight's for the Birds,Trouble Everywhere,Adam Moerder,6.5,2006,January 29 2007,This Generation Tapes,Rock,0.474090909,0.602272727,6.727272727000001,-10.98545455,0.045290909,0.412858182,0.255644818,0.120790909,0.503272727,137.1974545
15163,A Certain Ratio,Change the Station,Daniel Martin-McCormick,6.0,1997,August 1 2018,Mute,Electronic,0.724615385,0.521615385,5.846153846,-14.68761538,0.053223077,0.03835,0.461505385,0.105184615,0.565615385,107.0064615
15164,Titus Andronicus,The Airing of Grievances,Adam Moerder,8.5,2008,April 25 2008,Troubleman Unlimited,Rock,0.142555556,0.8661111109999999,5.555555556,-3.358555556,0.073833333,0.000964511,0.767222222,0.350355556,0.232533333,129.82277779999998
15165,Junior Boys,It's All True,Jess Harvell,7.8,2011,June 13 2011,Domino,Electronic,0.723777778,0.58,5.1111111110000005,-11.05088889,0.060744444,0.06206,0.198296667,0.145155556,0.6036,126.3293333
15166,Wolf Parade,Expo 86,Paul Thompson,7.5,2010,June 29 2010,Sub Pop,Rock,0.7775714290000001,0.527,7.714285714,-9.766,0.085357143,0.223064286,0.127366186,0.173328571,0.463285714,111.4424286
15167,Moonface,Organ Music Not Vibraphone Like I'd Hoped,Lindsay Zoladz,6.1,2011,August 2 2011,Jagjaguwar,Rock,0.4764,0.6304,5.6,-7.0882,0.03036,0.0158361999999999,0.167088068,0.22776,0.29098,133.8496
15168,Rebolledo,Mondo Alterado,Philip Sherburne,7.4,2016,May 30 2016,Hippie Dance,Electronic,0.727,0.552090909,6.909090909,-12.317,0.056872727,0.101677727,0.838545455,0.163890909,0.227681818,120.3911818
15169,The Tyde,Three's Co.,Marc Hogan,6.0,2006,September 8 2006,Rough Trade,Rock,0.530545455,0.639272727,6.545454545,-6.545272727,0.033972727,0.0736516359999999,0.101163573,0.134172727,0.690018182,128.60399999999998
15170,Eastern Lane,The Article,Adam Moerder,5.0,2005,February 22 2005,Rough Trade,Rock,0.792923077,0.7058461540000001,6.538461538,-6.501384615,0.218423077,0.142415385,0.001562259,0.310192308,0.686615385,107.6500769
15171,Audio Push,The Stone Junction,Timmhotep Aku,7.1,2016,April 27 2016,Interscope,Rap,0.7024285709999999,0.675428571,1.0,-7.181714286,0.348571429,0.16413,6.459999999999999e-07,0.294542857,0.416714286,132.53757140000002
15172,The Ballet,Matchy Matchy,Jesse Dorris,7.6,2019,May 17 2019,Fika,Rock,0.6615833329999999,0.499333333,6.166666667,-13.64283333,0.049058333,0.233034548,0.55835,0.117558333,0.5811666670000001,130.0921667
15173,Mantronix,That's My Beat,Mark Richardson,8.2,2002,October 29 2002,Soul Jazz,Electronic,0.599473684,0.592684211,4.210526316,-11.075,0.237131579,0.102779474,3.92e-06,0.1796736839999999,0.481684211,116.2828947
15174,I Break Horses,Chiaroscuro,Ian Cohen,5.9,2014,January 17 2014,Bella Union,Rock,0.544333333,0.64725,5.666666667,-9.436583333,0.054225,0.164597,0.071655916,0.1698,0.422833333,132.8334167
15175,Arve Henriksen,Chiaroscuro,Chris Dahlen,7.1,2004,November 21 2004,Rune Grammofon,Global,0.544333333,0.64725,5.666666667,-9.436583333,0.054225,0.164597,0.071655916,0.1698,0.422833333,132.8334167
15176,Chromeo,Fancy Footwork,Zach Baron,7.9,2007,July 24 2007,Vice,Electronic,0.7573636359999999,0.806909091,6.272727272999999,-4.5113636360000005,0.048272727,0.019386909,0.186053936,0.0857181819999999,0.7660909090000001,125.9144545
15177,Jean on Jean,Jean on Jean,Marc Hogan,6.7,2008,February 24 2009,Kanine,Folk/Country,0.485777778,0.682777778,4.333333333,-5.590222222,0.0283,0.038452778,0.015669077,0.171322222,0.5051111110000001,108.0285556
15178,Stellar OM Source,Joy One Mile,Angus Finlayson,7.9,2013,June 24 2013,Rvng Intl.,Electronic,0.682125,0.774125,4.0,-9.874125,0.0476625,0.0517125,0.6661,0.22915,0.51025,126.815875
15179,Subarachnoid Space,Also Rising,Joe Tangari,5.9,2003,September 11 2003,Strange Attractors Audio House,Rock,0.2646,0.5669,5.0,-11.1019,0.03779,0.19006199,0.7879,0.21692,0.17868,117.5404
15180,The Ladybug Transistor,Clutching Stems,Marc Hogan,6.4,2011,June 13 2011,Merge,Rock,0.4969,0.7655,6.6,-6.7607,0.03414,0.100664,0.1143584,0.19528,0.6389,137.7332
15181,Dan Deacon,Gliss Riffer,Winston Cook-Wilson,7.2,2015,February 23 2015,Domino,Electronic,0.461125,0.796875,6.375,-8.023,0.0498125,0.1444716,0.5171125,0.2041375,0.3164375,131.897375
15182,Caribou,Andorra,Mark Richardson,8.3,2007,August 23 2007,Merge,Rock,0.465666667,0.557,4.888888889,-10.84233333,0.035177778,0.340681111,0.294666944,0.1706888889999999,0.423111111,126.4335556
15183,Milk Music,Cruise Your Illusion,Jenn Pelly,7.8,2013,April 8 2013,Fat Possum,Rock,0.269166667,0.65525,5.666666667,-6.443916667000001,0.038516667,0.237091167,0.21835175,0.110275,0.3545583329999999,107.7501667
15184,ABBA,Arrival,Simon Goddard,8.6,1976,November 6 2016,Polar,Pop/R&B,0.50325,0.74425,4.416666667,-6.869333332999999,0.035341667,0.42505,0.079709094,0.229408333,0.6386666670000001,118.2129167
15185,Fits,All Belief Is Paradise,Sasha Geffen,7.3,2017,November 27 2017,Father/Daughter,Rock,0.487583333,0.499583333,7.166666667,-8.1875,0.045891667,0.3568175,0.078407908,0.214283333,0.456083333,144.2195
15186,Bright Eyes,Fevers and Mirrors,Taylor M. Clark,5.4,2000,May 30 2000,Saddle Creek,Rock,0.337,0.524833333,4.833333333,-9.88675,0.058691667,0.416925,0.017464691,0.188533333,0.279833333,124.208
15187,Kelela,Cut 4 Me,Miles Raymer,8.3,2013,October 18 2013,Fade to Mind,Pop/R&B,0.627,0.648,8.0,-8.25,0.238,0.278,0.0,0.828,0.545,75.127
15188,Cousin Stizz,One Night Only,Mehan Jayasuriya,6.9,2017,July 20 2017,RCA,Rap,0.851461538,0.574230769,6.692307692000001,-5.211307692,0.095553846,0.289761538,0.001653192,0.165284615,0.434838462,131.4479231
15189,CocoRosie,The Adventures of Ghosthorse and Stillborn,Marc Hogan,2.3,2007,April 19 2007,Touch and Go,Folk/Country,0.47325,0.418358333,4.166666667,-12.26008333,0.106233333,0.678891667,0.020026709,0.306866667,0.232733333,118.3635833
15190,Jean Grae,The Bootleg of the Bootleg EP,William Bowers,7.1,2003,November 9 2003,Babygrande,Rap,0.639166667,0.844166667,7.333333333,-4.988333333,0.310333333,0.37695,0.000435833,0.155016667,0.600166667,90.331
15191,Shearwater,Fellow Travelers,Ian Cohen,5.8,2013,November 27 2013,Sub Pop,Rock,0.4404,0.44624,5.2,-10.9688,0.03548,0.5314439999999999,0.409903185,0.17744,0.36866,118.1077
15192,Dirty Projectors,The Getty Address,Jason Crock,8.2,2005,April 10 2005,Western Vinyl,Rock,0.514769231,0.283823077,5.0,-12.63661538,0.113030769,0.6946923079999999,0.189496344,0.157161538,0.258107692,102.1001538
15193,Alex Cameron,Jumping the Shark,Benjamin Scheim,7.8,2016,August 17 2016,Secretly Canadian,Rock,0.64525,0.434875,5.0,-8.243125,0.04825,0.3668125,0.3086125,0.102125,0.608125,112.574125
15194,Blut Aus Nord,777: Cosmosophy,Grayson Currin,8.5,2012,September 28 2012,Debemur Morti,Metal,0.2716,0.7542,6.6,-9.7968,0.07616,0.0083707,0.772,0.2362,0.06336,111.2084
15195,Jeezy,Trap or Die II,Tom Breihan,7.2,2010,May 28 2010,CTE,Rap,0.5601,0.6892,5.35,-7.4762,0.32918,0.235858,1.61e-06,0.5376,0.53675,96.93165
15196,Sluta Leta,Semi Peterson,Andy Beta,3.4,2004,March 28 2004,Mego,Electronic,0.611357143,0.533214286,4.214285714,-11.26371429,0.1502428569999999,0.142107143,0.539671429,0.150971429,0.521735714,103.5298571
15197,Broadcast,Haha Sound,Scott Plagenhoef,8.2,2003,August 26 2003,Warp,Electronic,0.447714286,0.625142857,4.857142857,-9.391357143,0.044114286,0.242769786,0.1713812,0.150507143,0.421021429,119.4791429
15198,Operators,Blue Wave,Pat Healy,7.5,2016,May 4 2016,Last Gang,Rock,0.635545455,0.404181818,3.636363636000001,-11.90190909,0.126709091,0.360445455,0.313226909,0.108918182,0.332818182,108.8436364
15199,Alasdair Roberts,Alasdair Roberts,Matthew Murphy,7.3,2015,January 26 2015,Drag City,Folk/Country,0.412,0.2666,7.0,-10.6704,0.03188,0.877,0.000810937,0.11433,0.4505,124.8104
15200,Oranger,New Comes and Goes,Adam Moerder,7.5,2005,November 15 2005,Eenie Meenie,Rock,0.5329999999999999,0.830538462,4.923076923,-5.154538462,0.041023077,0.092717246,0.241945792,0.252038462,0.696476923,134.7680769
15201,Ben Frost,The Wasp Factory,Brian Howe,7.3,2016,December 27 2016,Bedroom Community,Electronic,0.3478,0.35166,4.133333333,-14.7246,0.090846667,0.633349333,0.152611626,0.215486667,0.146613333,110.9786
15202,Missy Elliott,Under Construction,Sam Chennault,7.2,2002,November 21 2002,Elektra,Rap,0.7442857140000001,0.6401428570000001,4.714285714,-6.915642857000001,0.360785714,0.271721429,3.61e-05,0.2039,0.662857143,106.2607143
15203,Scissor Sisters,Ta-Dah!,Mark Pytlik,7.3,2006,September 25 2006,Polydor,Electronic,0.646416667,0.767833333,4.416666667,-4.753583333,0.038016667,0.142322333,0.006370537,0.191,0.73075,118.955
